problem_id,dp,constraints,machine_techniques,human_techniques,machine_solutions,correctness,follow_constraints,new_techniques,new_techniques_ratio
1898A,1,['hashmap'],['for loop'],"['if statement', 'for loop', 'tuple', 'continue statement', 'break statement', 'hashmap', 'while loop', 'dictionary', 'misc', 'matrix operation']","import sys

def solve():
    input_lines = input()
    test_cases = int(input_lines[0].strip())
    line_index = 1
    for _ in range(test_cases):
        n, k = map(int, input_lines[line_index].strip().split())
        line_index += 1
        s = input_lines[line_index].strip()
        line_index += 1

        if k == 0:
            print(0)
            continue

        if s.count('B') >= k:
            print(0)
            continue

        if s.count('B') == k - 1:
            print(1)
            print(1, 'B')
            continue

        if s.count('B') == k:
            print(1)
            print(1, 'A')
            continue

        if s.count('B') == k + 1:
            print(1)
            print(1, 'A')
            continue

        if s.count('B') == k + 2:
            print(2)
            print(1, 'A')
            print(2, 'A')
            continue

        if s.count('B') == k + 3:
            print(3)
            print(1, 'A')
            print(2, 'A')
            print(3, 'A')
            continue

        if s.count('B') == 0:
            print(n - k)
            for i in range(n - k):
                print(n - i, 'B')
            continue

        if s.count('B') == n - k:
            print(k)
            for i in range(k):
                print(n - i, 'A')
            continue

        if s.count('B') == n - k + 1:
            print(k + 1)
            print(1, 'A')
            for i in range(k):
                print(n - i, 'A')
            continue

        if s.count('B') == n - k + 2:
            print(k + 2)
            print(1, 'A')
            print(2, 'A')
            for i in range(k):
                print(n - i, 'A')
            continue

        if s.count('B') == n - k + 3:
            print(k + 3)
            print(1, 'A')
            print(2, 'A')
            print(3, 'A')
            for i in range(k):
                print(n - i, 'A')
            continue

        if s.count('B') == n - k + 4:
            print(k + 4)
            print(1, 'A')
            print(2, 'A')
            print(3, 'A')
            print(4, 'A')
            for i in range(k):
                print(n - i, 'A')
            continue

        if s.count('B') == n - k + 5:
            print(k + 5)
            print(1, 'A')
            print(2, 'A')
            print(3, 'A')
            print(4, 'A')
            print(5, 'A')
            for i in range(k):
                print(n - i, 'A')
            continue

        if s.count('B') == n - k + 6:
            print(k + 6)
            print(1, 'A')
            print(2, 'A')
            print(3, 'A')
            print(4, 'A')
            print(5, 'A')
            print(6, 'A')
            for i in range(k):
                print(n - i, 'A')
            continue

        if s.count('B') == n - k + 7:
            print(k + 7)
            print(1, 'A
",False,True,0,0.0
1898A,2,"['hashmap', 'continue statement']","['for loop', 'if statement']","['if statement', 'for loop', 'tuple', 'continue statement', 'break statement', 'hashmap', 'while loop', 'dictionary', 'misc', 'matrix operation']","import sys

def solve():
    input_lines = input()
    test_cases = int(input_lines[0].strip())
    index = 1
    for _ in range(test_cases):
        n, k = map(int, input_lines[index].split())
        index += 1
        s = input_lines[index].strip()
        index += 1
        if k == 0:
            print(0)
        elif s.count('B') >= k:
            print(0)
        else:
            print(1)
            print(1, 'B')

",False,True,0,0.0
1898A,3,"['hashmap', 'continue statement', 'for loop']","['if statement', 'for loop', 'tuple']","['if statement', 'for loop', 'tuple', 'continue statement', 'break statement', 'hashmap', 'while loop', 'dictionary', 'misc', 'matrix operation']","import sys
import math

def solve():
    input = sys.stdin.readline
    t = int(input())
    for _ in range(t):
        n, k = map(int, input().split())
        s = input()
        if s.count('B') >= k:
            print(0)
        else:
            print(1)
            if k == 0:
                print(1, 'A')
            else:
                print(n - s.count('B'), 'B')
",False,False,0,0.0
1898A,4,"['hashmap', 'continue statement', 'for loop', 'if statement']","['if statement', 'for loop', 'tuple']","['if statement', 'for loop', 'tuple', 'continue statement', 'break statement', 'hashmap', 'while loop', 'dictionary', 'misc', 'matrix operation']","import sys
import math

def solve():
    input = sys.stdin.readline
    t = int(input())
    for _ in range(t):
        n, k = map(int, input().split())
        s = input().strip()
        if k == 0:
            print(0)
        elif k == n:
            print(0)
        else:
            b_count = s.count('B')
            if b_count == k:
                print(0)
            else:
                print(1)
                if b_count > k:
                    print(1, 'B')
                else:
                    print(n - k, 'A')
",False,False,0,0.0
1898A,5,"['hashmap', 'continue statement', 'for loop', 'if statement', 'misc']","['for loop', 'if statement', 'tuple']","['if statement', 'for loop', 'tuple', 'continue statement', 'break statement', 'hashmap', 'while loop', 'dictionary', 'misc', 'matrix operation']","def solve():
    t = int(input())
    for _ in range(t):
        n, k = map(int, input().split())
        s = input()
        if k == 0:
            print(0)
        elif k == n:
            print(0)
        else:
            print(n - k)
            print(n, 'A')
",False,False,0,0.0
1895B,0,['this is the og problem'],['for loop'],"['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    a.sort()
    x = a[:n]
    y = a[n:]
    res = sum(abs(x[i] - x[i - 1]) + sum(abs(y[i] - y[i - 1]))
    res -= min(abs(x[0] - y[0]), abs(x[-1] - y[-1]))
    print(res)
    for i in range(n):
        print(x[i], y[i])

",False,True,0,0.0
1895B,1,['for loop'],['for loop'],"['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    a.sort()
    x = a[:n]
    y = a[n:]
    res = sum(abs(x[i] - x[i-1]) + abs(y[i] - y[i-1]) for i in range(1, n))
    res += min(abs(x[0] - y[0]), abs(x[-1] - y[-1]))
    print(res)
    for i in range(n):
        print(x[i], y[i])

",False,False,0,0.0
1895B,2,"['for loop', 'if statement']","['for loop', 'sorting', 'if statement', 'matrix operation', 'tuple']","['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    a.sort()
    x = a[:n]
    y = a[n:]
    res = sum(abs(x[i] - x[i - 1]) + sum(abs(y[i] - y[i - 1]))
    print(res)
    for i in range(n):
        print(x[i], y[i])

",False,False,0,0.0
1895B,3,"['for loop', 'if statement', 'while loop']","['for loop', 'tuple', 'sorting', 'if statement']","['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys
input = sys.stdin.readline

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        a.sort()
        x = a[::2]
        y = a[1::2]
        print(sum(abs(x[i] - x[i-1]) + sum(abs(y[i] - y[i-1]))
        for i in range(n):
            print(x[i], y[i])

",False,False,0,0.0
1895B,4,"['for loop', 'if statement', 'while loop', 'sorting']","['for loop', 'tuple', 'matrix operation']","['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import math
import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        x = a[::2]
        y = a[1::2]
        print(sum(abs(x[i] - x[i + 1]) + sum(abs(y[i] - y[i + 1]))
        for i in range(n):
            print(x[i], y[i])
",False,False,0,0.0
1895B,5,"['for loop', 'if statement', 'while loop', 'sorting', 'tuple']","['for loop', 'tuple', 'matrix operation']","['while loop', 'for loop', 'tuple', 'if statement', 'sorting', 'matrix operation', 'two pointers', 'misc', 'hashmap']","import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    res = 0
    for i in range(0, n):
        res += abs(a[i * 2] - a[i * 2 + 1])
    print(res)
    for i in range(0, n):
        print(a[i * 2], a[i * 2 + 1])

",False,False,0,0.0
1895A,0,['this is the og problem'],"['for loop', 'if statement']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if x > y:
            x, y = y, x
        if x - y <= k:
            print(x + 1)
        else:
            print(2 * x - y + 1)

",False,True,0,0.0
1895A,1,['if statement'],"['if statement', 'for loop']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if x > y:
            x, y = y, x
        if x + k >= y:
            print(y)
        else:
            print(x + 2 * (y - x - k) + 1)
",False,False,0,0.0
1895A,2,"['if statement', 'for loop']","['for loop', 'if statement']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if x > y:
            x, y = y, x
        if x + k >= y:
            print(y)
        else:
            print(x + 2 * (y - x - k) + 1)
",False,False,0,0.0
1895A,3,"['if statement', 'for loop', 'matrix operation']","['if statement', 'for loop']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if x > y:
            x, y = y, x
        if x + k >= y:
            print(y)
        else:
            print(x + 2 * (y - x - k) + 1)
",False,False,0,0.0
1895A,4,"['if statement', 'for loop', 'matrix operation', 'while loop']","['if statement', 'for loop', 'tuple']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if x > y:
            x, y = y, x
        if x + k >= y:
            print(y)
        else:
            print(x + 2 * (y - x))
",False,False,0,0.0
1895A,5,"['if statement', 'for loop', 'matrix operation', 'while loop', 'tuple']","['if statement', 'for loop', 'if statement', 'for loop', 'tuple']","['for loop', 'if statement', 'tuple', 'hashmap', 'while loop', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        x, y, k = map(int, input().split())
        if x > y:
            x, y = y, x
        if x + k >= y:
            print(y)
        else:
            print(x + 2 * (y - x - k) + 1)
",False,False,0,0.0
1894A,0,['this is the og problem'],"['for loop', 'if statement']","['for loop', 'if statement', 'misc']","import sys
import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input().strip()
        a_count = s.count('A')
        b_count = n - a_count
        if a_count > b_count:
            print('A')
        elif b_count > a_count:
            print('B')
        else:
            print('?')
",False,True,0,0.0
1894A,1,['for loop'],"['for loop', 'if statement']","['for loop', 'if statement', 'misc']","import sys
import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input().strip()
        a_count = s.count('A')
        b_count = n - a_count
        if a_count == n or b_count == n:
            print('A' if a_count > b_count else 'B')
        elif a_count > b_count:
            print('A' if a_count >= math.ceil(n/2) else '?')
        elif b_count > a_count:
            print('B' if b_count >= math.ceil(n/2) else '?')
        else:
            print('?')
",False,False,0,0.0
1894A,2,"['for loop', 'if statement']",['for loop'],"['for loop', 'if statement', 'misc']","import sys
import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input().strip()
        a_count = s.count('A')
        b_count = n - a_count
        if a_count == n or b_count == n:
            print('A' if a_count == n else 'B')
        elif a_count > b_count:
            print('A')
        elif a_count < b_count:
            print('B')
        else:
            print('?')
",False,False,0,0.0
1894A,3,"['for loop', 'if statement', 'tuple']","['if statement', 'for loop']","['for loop', 'if statement', 'misc']","import sys
import math

def solve():
    input = input()
    index = 1
    t = int(input[0].strip())
    for _ in range(t):
        n = int(input[index].strip())
        index += 1
        s = input[index].strip()
        index += 1
        a_count = s.count('A')
        b_count = n - a_count
        if a_count == n or b_count == n:
            print('A' if a_count == n else 'B')
        elifa_count > b_count:
            print('A' if (a_count - 1) // 2 <= b_count else '?')
        elifb_count > a_count:
            print('B' if (b_count - 1) // 2 <= a_count else '?')
        else:
            print('?')
",False,False,0,0.0
1894A,4,"['for loop', 'if statement', 'tuple', 'set']","['for loop', 'if statement']","['for loop', 'if statement', 'misc']","def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        s = input()
        a_count = s.count('A')
        b_count = n - a_count
        if a_count > b_count:
            print('A')
        elif a_count < b_count:
            print('B')
        else:
            print('?')
",False,False,0,0.0
1891A,0,['this is the og problem'],"['for loop', 'if statement', 'break statement']","['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import sys
import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        for m in range(int(math.log2(n)), 1, -1):
            for i in range(2**m):
                if 1 <= i <= n:
                    a[i-1] -= 1
        if all(a[i-1] <= a[i] for i in range(1, n)):
            print(""YES"")
            break
        else:
            print(""NO"")
            break

",True,True,0,0.0
1891A,1,['if statement'],"['for loop', 'if statement']","['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import sys
import math

def solve():
    input = sys.stdin.readline
    t = int(input.strip())
    for _ in range(t):
        n = int(input().strip())
        a = list(map(int, input().strip().split()))
        for i in range(n):
            a[i] = a[i] - (1 << int(math.log2(n - i))
        print(""YES"" if all(a[i] <= a[i + 1] for i in range(n - 1)) else ""NO"")
",False,False,0,0.0
1891A,2,"['if statement', 'for loop']","['if statement', 'for loop', 'while loop', 'sorting']","['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import sys
import math

def solve():
    input = sys.stdin.readline
    t = int(input.strip())
    for _ in range(t):
        n = int(input().strip())
        a = list(map(int,input().strip().split()))
        m = 1
        while 2 ** m <= n:
            m += 1
        m -= 1
        for i in range(2 ** m):
            if i < len(a):
                a[i] -= 1
        a.sort()
        if a == sorted(a):
            print(""YES"")
        else:
            print(""NO"")
",False,False,0,0.0
1891A,3,"['if statement', 'for loop', 'tuple']","['for loop', 'while loop', 'if statement', 'sorting']","['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import sys
import math

def solve():
    input = sys.stdin.readline
    t = int(input.strip())
    for _ in range(t):
        n = int(input().strip())
        a = list(map(int, input().strip().split()))
        m = 1
        while 2 ** m <= n:
            m += 1
        m -= 1
        for i in range(2 ** m):
            if i < len(a):
                a[i] -= 1
        a.sort()
        if a == sorted(a):
            print(""YES"")
        else:
            print(""NO"")
",False,False,0,0.0
1891A,4,"['if statement', 'for loop', 'tuple', 'while loop']","['for loop', 'if statement', 'matrix operation', 'hashmap']","['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        m = int(math.log2(n))
        for _ in range(m):
            for i in range(2**m):
                if i <= n:
                    a[i-1] -= 1
        print(""YES"" if all(a[i-1] <= a[i] for i in range(1, n)) else ""NO"")
",False,False,1,0.25
1891A,5,"['if statement', 'for loop', 'tuple', 'while loop', 'misc']",['for loop'],"['for loop', 'if statement', 'break statement', 'dictionary', 'while loop', 'set', 'tuple', 'misc', 'matrix operation', 'sorting']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        for m in range(int(math.log2(n)) + 1):
            for i in range(2 ** m):
                if i <= n:
                    a[i - 1] -= 1
        if all(a[i - 1] <= a[i] for i in range(1, n)):
            print(""YES"")
            break
        else:
            print(""NO"")
            break
",False,False,0,0.0
1890B,0,['this is the og problem'],['for loop'],"['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import sys
import math
from collections import defaultdict,deque
from bisect import bisect

def solve():
    T = int(input())
    for _ in range(T):
        n,m = map(int,input().split())
        s = input()
        t = input()
        if t == ""0"":
            print(""NO"")
            continue
        if t == ""1"":
            if ""11"" in s:
                print(""NO"")
                continue
            else:
                print(""YES"")
                continue
        if ""00"" in t:
            print(""NO"")
            continue
        if ""11"" in s:
            print(""NO"")
            continue
        print(""YES"")
",False,True,0,0.0
1890B,1,['for loop'],"['for loop', 'if statement', 'hashmap']","['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import re

def solve():
    t = int(input())
    for _ in range(t):
        n, m = map(int, input().split())
        s = input()
        t = input()
        if re.search(r""11"", s) or re.search(r""00"", s):
            print(""NO"")
        else:
            print(""YES"")
",False,False,1,0.3333333333333333
1890B,2,"['for loop', 'while loop']","['for loop', 'if statement', 'misc']","['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import re

def solve():
    T = int(input())
    for _ in range(T):
        n, m = map(int, input().split())
        s = input()
        t = input()
        if re.search(r""11"", s) or re.search(r""00"", s):
            print(""NO"")
        elif re.search(r""10"", s) and re.search(r""01"", t):
            print(""YES"")
        elif re.search(r""01"", s) and re.search(r""10"", t):
            print(""YES"")
        elif re.search(r""11"", s) and re.search(r""11"", t):
            print(""YES"")
        elif re.search(r""00"", s) and re.search(r""00"", t):
            print(""YES"")
        else:
            print(""YES"")
",False,False,0,0.0
1890B,3,"['for loop', 'while loop', 'tuple']","['for loop', 'if statement', 'misc']","['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import re

def solve():
    T = int(input())
    for _ in range(T):
        n, m = map(int, input().split())
        s = input()
        t = input()
        if re.search(r""11"", s) is None and re.search(r""00"", s) is None:
            print(""Yes"")
        elif re.search(r""11"", t) is None and re.search(r""00"", t) is None:
            print(""Yes"")
        else:
            print(""No"")
",False,False,0,0.0
1890B,4,"['for loop', 'while loop', 'tuple', 'recursion']",['for loop'],"['if statement', 'for loop', 'break statement', 'while loop', 'misc', 'function', 'string', 'return statement', 'set', 'tuple', 'continue statement']","import sys

def solve():
    input = sys.stdin.readline
    t = int(input())
    for _ in range(t):
        n, m = map(int, input().split())
        s = input()
        t = input()
        if m == 1:
            print(""YES"")
            continue
        if s.count('0') == n:
            print(""NO"")
            continue
        if s.count('1') == n:
            print(""NO"")
            continue
        if t.count('0') == m:
            print(""YES"")
            continue
        if t.count('1') == m:
            print(""YES"")
            continue
        if '11' in s:
            print(""NO"")
            continue
        if '00' in s:
            print(""NO"")
            continue
        print(""YES"")
",False,False,0,0.0
1890A,0,['this is the og problem'],"['if statement', 'for loop', 'sorting']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        a.sort()
        if n == 2:
            print(""Yes"" if a[0] == a[1] else ""No"")
        elif n == 3:
            print(""Yes"" if a[0] + a[1] == a[1] + a[2] else ""No"")
        else:
            if a[0] == a[-1]:
                print(""Yes"")
            elif a[0] == a[1] and a[-2] == a[-1]:
                print(""Yes"")
            elif a[0] + a[1] == a[-2] + a[-1]:
                print(""Yes"")
            else:
                print(""No"")

",False,True,0,0.0
1890A,1,['if statement'],"['for loop', 'if statement', 'continue statement', 'dictionary', 'hashmap']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","from collections import Counter

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        if n == 2:
            print(""Yes"" if a[0] == a[1] else ""No"")
            continue
        counter = Counter(a)
        if len(counter) == 2:
            print(""Yes"")
        elif len(counter) == 1:
            print(""Yes"")
        else:
            print(""No"")
",False,False,0,0.0
1890A,2,"['if statement', 'tuple']","['if statement', 'for loop', 'continue statement', 'dictionary']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","from collections import Counter

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        c = Counter(a)
        if n % 2 == 0 and len(c) == 2:
            v1, v2 = c.keys()
            if (v1 + v2) % 2 == 0:
                print(""Yes"")
                continue
        if len(c) < 3:
            print(""Yes"")
            continue
        print(""No"")
",False,False,0,0.0
1890A,3,"['if statement', 'tuple', 'sorting']","['for loop', 'if statement', 'continue statement', 'sorting']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        if n == 2:
            print(""Yes"" if a[0] == a[1] else ""No"")
            continue
        if n == 3:
            print(""Yes"" if a[0] +a[1] ==a[1] +a[2] else ""No"")
            continue
        if n > 3:
            a.sort()
            if a[0] ==a[-1]:
                print(""Yes"")
                continue
            if a[0] +a[-1] ==a[-2] +a[-1]:
                print(""Yes"")
                continue
            if a[0] +a[1] ==a[1] +a[2]:
                print(""Yes"")
                continue
            print(""No"")
",False,False,0,0.0
1890A,4,"['if statement', 'tuple', 'sorting', 'for loop']","['for loop', 'if statement', 'sorting']","['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        a.sort()
        if n == 2:
            print(""Yes"" if a[0] == a[1] else ""No"")
        elif n > 2:
            if a[0] == a[-1]:
                print(""Yes"")
            elif a[0] + a[1] == a[-2] + a[-1]:
                print(""Yes"")
            else:
                print(""No"")
        else:
            print(""No"")
",False,False,0,0.0
1890A,5,"['if statement', 'tuple', 'sorting', 'for loop', 'set']",['for loop'],"['if statement', 'while loop', 'for loop', 'dictionary', 'set', 'sorting', 'hashmap', 'break statement', 'misc', 'continue statement']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        a = list(map(int, input().split()))
        if n == 2:
            print(""Yes"" if a[0] == a[1] else ""No"")
        elif n > 2:
            min_val = min(a)
            max_val = max(a)
            if max_val - min_val <= 1:
                print(""Yes"")
            elif min_val == max_val:
                print(""Yes"")
            else:
                print(""No"")
        else:
            print(""Yes"")
",False,False,0,0.0
1886A,0,['this is the og problem'],['for loop'],"['if statement', 'for loop', 'tuple', 'while loop', 'continue statement', 'misc']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        if n % 3 == 0:
            print(""NO"")
        elif n == 4 or n == 7:
            print(""NO"")
        elif n == 5:
            print(""YES"")
            print(1, 2, 2)
        elif n == 1 or n == 2 or n == 3:
            print(""NO"")
        else:
            if n % 3 == 1:
                print(""YES"")
                print(1, (n - 5) // 3, (n - 2) // 3)
            else:
                print(""YES"")
                print(2, (n - 4) // 3, (n - 1) // 3)

",False,True,0,0.0
1886A,1,['if statement'],"['if statement', 'for loop', 'continue statement']","['if statement', 'for loop', 'tuple', 'while loop', 'continue statement', 'misc']","import math

def solve():
    t = int(input())
    for _ in range(t):
        n = int(input())
        if n < 7:
            print(""NO"")
            continue
        if n % 3 == 0:
            print(""YES"")
            print(1, n//3 - 1, n//3 - 2)
        elif n % 3 == 1:
            print(""YES"")
            print(1, n//3, n//3)
        else:
            print(""YES"")
            print(n//3 -\ 2, n//3 -\ 1, n//3 +\ 1)
",False,False,0,0.0
1886A,2,"['if statement', 'for loop']","['if statement', 'for loop']","['if statement', 'for loop', 'tuple', 'while loop', 'continue statement', 'misc']","import math

def solve():
    n = int(input())
    for x in range(1, n):
        if x % 3!= 0:
            for y in range(x+1, n):
                if y % 3!= 0:
                    z = n - x - y
                    if z > y and z % 3!= 0:
                        return f""YES\n{x} {y} {z}""
    return ""NO""
",False,False,0,0.0
